127.0.0.1 - - [13/Aug/2018:09:13:06 +0800] "GET /sso/bin/loginuoms/common/css/reset.css HTTP/1.1" 200 496
127.0.0.1 - - [13/Aug/2018:09:13:06 +0800] "GET /sso/bin/loginuoms/common/easyui/themes/icon.css HTTP/1.1" 200 2202
127.0.0.1 - - [13/Aug/2018:09:13:06 +0800] "GET /sso/bin/loginuoms/css/login.css HTTP/1.1" 200 5048
127.0.0.1 - - [13/Aug/2018:09:13:06 +0800] "GET /sso/bin/loginuoms/common/css/default.css HTTP/1.1" 200 1828
127.0.0.1 - - [13/Aug/2018:09:13:06 +0800] "GET /sso/bin/loginuoms/common/css/common.css HTTP/1.1" 200 15758
127.0.0.1 - - [13/Aug/2018:09:13:06 +0800] "GET /sso/bin/loginuoms/common/easyui/themes/default/easyui.css HTTP/1.1" 200 61391
127.0.0.1 - - [13/Aug/2018:09:13:06 +0800] "GET /sso/js/jquery-1.6.2.min.js HTTP/1.1" 200 91572
127.0.0.1 - - [13/Aug/2018:09:13:06 +0800] "GET /sso/bin/loginuoms/common/easyui/locale/easyui-lang-zh_CN.js HTTP/1.1" 200 3046
127.0.0.1 - - [13/Aug/2018:09:13:06 +0800] "GET /sso/bin/loginuoms/common/plugin/common.js HTTP/1.1" 200 8068
127.0.0.1 - - [13/Aug/2018:09:13:06 +0800] "GET /sso/bin/loginuoms/common/easyui/jquery.min.js HTTP/1.1" 200 83095
127.0.0.1 - - [13/Aug/2018:09:13:06 +0800] "GET /sso/bin/loginuoms/images/login_logo.png HTTP/1.1" 200 11319
127.0.0.1 - - [13/Aug/2018:09:13:06 +0800] "GET /sso/js/uoms/login.js HTTP/1.1" 200 4616
127.0.0.1 - - [13/Aug/2018:09:13:06 +0800] "GET /sso/bin/loginuoms/images/ic_-.png HTTP/1.1" 200 1322
127.0.0.1 - - [13/Aug/2018:09:13:06 +0800] "GET /sso/bin/loginuoms/images/ic_!.png HTTP/1.1" 200 1275
127.0.0.1 - - [13/Aug/2018:09:13:06 +0800] "GET /sso/bin/loginuoms/common/easyui/jquery.easyui.min.js HTTP/1.1" 200 419503
127.0.0.1 - - [13/Aug/2018:09:13:06 +0800] "GET /sso/images/loading.gif HTTP/1.1" 200 878
127.0.0.1 - - [13/Aug/2018:09:13:06 +0800] "GET /sso/validateCode HTTP/1.1" 200 1370
127.0.0.1 - - [13/Aug/2018:09:13:06 +0800] "GET /sso/bin/loginuoms/images/btn_ic_cancle.png HTTP/1.1" 200 1260
127.0.0.1 - - [13/Aug/2018:09:13:06 +0800] "GET /sso/bin/loginuoms/images/bg.png HTTP/1.1" 200 719540
127.0.0.1 - - [13/Aug/2018:09:13:06 +0800] "GET /sso/bin/loginuoms/images/ywhlzt.ico HTTP/1.1" 200 4286
127.0.0.1 - - [13/Aug/2018:09:13:07 +0800] "GET /sso/getLoginPassErrerTimes?userAccount=&r=1534122786768 HTTP/1.1" 200 11
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "POST /ums/servlet/umsLoginServlet HTTP/1.1" 200 18742
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "POST /sso/login/loginAction HTTP/1.1" 200 25
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "GET /sso/login/loginedRedirect HTTP/1.1" 200 519
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "GET /sso/login/js/jquery-1.6.2.min.js HTTP/1.1" 404 2670
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "GET /grms HTTP/1.1" 302 -
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "GET /grms/ HTTP/1.1" 200 12895
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "GET /uoms/MainAction!startpage.html HTTP/1.1" 404 1054
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "GET /grms/homepage/css/index.css HTTP/1.1" 200 7048
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "GET /grms/homepage/images/san.png HTTP/1.1" 200 1224
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "GET /grms/common/images/ic_message.png HTTP/1.1" 200 1341
127.0.0.1 - - [13/Aug/2018:09:13:13 +0800] "GET /grms/homepage/images/btn_cancle.png HTTP/1.1" 200 1017
